prompt,image_name,index,quality_score,std_quality,mos_align,std_align,generated_answer
"man at a royal banquet wearing an asymmetrical gown, top view, soft lighting",xl2.2_normal_244.jpg,244,2.996365552,0.907089379,2.931303945,0.453504822,A man in a white and red toga leans on a formally set dining table. The subject's right hand displays fused fingers and lacks anatomical detail. Skin appears waxy while the background shows repetitive plate arrangements.
"fullbody portrait of half - fox woman with fox ears, top view, HDR lighting",AttnGAN_normal_245.jpg,245,1.126728573,0.560064158,0.913485487,0.58834758,A digital painting shows a severely distorted humanoid figure in a blurred interior. The subject's anatomy is malformed with fused features and limbs lacking coherence. Global textures appear waxy and oversmoothed with weak edge definition.
"fullbody portrait of half - fox woman with fox ears, top view, HDR lighting",DALLE2_normal_245.jpg,245,3.024257523,0.311059049,3.351167422,0.864642651,A high-angle portrait shows a costumed woman on a plain white background. The subject's face is distorted with unnatural eye alignment and mouth shape. Skin textures appear waxy with softened details.
"fullbody portrait of half - fox woman with fox ears, top view, HDR lighting",glide_normal_245.jpg,245,1.011545053,0.493510304,0.831414849,0.761994447,A close-up digital painting shows a fox face against a blue background. The subject's features are recognizable but structurally indistinct and poorly defined. Heavy blur and oversaturation reduce global clarity.
"fullbody portrait of half - fox woman with fox ears, top view, HDR lighting",midjourney_lowstep_245.jpg,245,3.14151795,0.611168928,3.022343767,0.910574302,"A soft portrait shows a woman in orange fox ears against a dark background. The face is clear while the hair and body are heavily blurred and undefined. Global smoothing flattens textures into a waxy, melted look."
"fullbody portrait of half - fox woman with fox ears, top view, HDR lighting",midjourney_normal_245.jpg,245,3.643633817,0.543247128,2.740407521,0.751781284,"A full-body portrait displays a woman in an orange fox costume. The figure is structurally stable except for malformed, undersized feet. Surfaces show mild waxiness and background texture repetition."
"fullbody portrait of half - fox woman with fox ears, top view, HDR lighting",sd1.5_highcorr_245.jpg,245,2.746509754,0.451342975,2.665169971,0.753534875,"A top-down view shows a woman in orange with a floating fox head. The subject is clear, but the fox head is fused and hands are indistinct. Repetitive textures and softened edges impact fidelity."
"fullbody portrait of half - fox woman with fox ears, top view, HDR lighting",sd1.5_lowcorr_245.jpg,245,2.047332688,0.546476367,1.958408052,0.564118155,A cropped top-down view of a furry creature on a grey surface. The subject displays severe structural distortion with a malformed bulbous region and awkward limbs. Fur textures appear flat while skin surfaces exhibit noticeable oversmoothing.
"fullbody portrait of half - fox woman with fox ears, top view, HDR lighting",sd1.5_lowstep_245.jpg,245,0.690948526,0.544433908,1.141487573,0.672769153,A blurry female figure in a white dress stands on a red background. Severe blur renders the subject's anatomy and features entirely illegible. Global oversmoothing removes all texture and detail.
"fullbody portrait of half - fox woman with fox ears, top view, HDR lighting",sd1.5_normal_245.jpg,245,2.867071995,0.515134314,2.268627069,0.999776212,A frontal portrait shows a woman with large stylized animal ears. Facial anatomy is coherent while the ears exhibit unnatural attachment points. Subtle skin smoothing and lighting mismatches affect global perceptual quality.
"fullbody portrait of half - fox woman with fox ears, top view, HDR lighting",xl2.2_normal_245.jpg,245,3.196755943,0.383420757,3.007473278,0.384779364,A studio portrait of a woman in an orange dress and fox ears. Subject anatomy shows shoulder distortion and fused hand finger details. Skin appears waxy and background textures show subtle melting.
"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",AttnGAN_normal_246.jpg,246,0.463704663,0.883901444,0.27081407,0.744504133,"A dark, blurry interior scene features bright, undefined light sources on a wall. The architectural elements are malformed and lack any discernible geometric consistency. Severe blurring flattens all surface textures and obscures edge definitions."
"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",DALLE2_normal_246.jpg,246,2.082442662,0.603144377,2.366720668,1.305408501,A centered anime character in grey armor stands against a plain background. Hand regions exhibit severe fusion and geometric distortion while remaining recognizable. Global surfaces appear over-smoothed with a distinct waxy plastic quality.
"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",glide_normal_246.jpg,246,1.765019055,0.691698457,1.194190381,0.897467153,A digital painting of a suburban house and lawn against a white background. The architecture displays warped rooflines and indistinct windows with unstable dark areas. Oversmoothing causes flat textures and softened edge definitions.
"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",midjourney_lowstep_246.jpg,246,2.875399859,1.268566855,2.601056923,1.507553312,A bulky metallic robot sits centered against a dark studio background. The figure displays fused limb geometry and lacks distinct mechanical articulation. Textures show a uniform waxy smoothness with softened fine details.
"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",midjourney_normal_246.jpg,246,2.966953132,0.723823309,3.135757257,0.430368997,"A large armored robot sits indoors near tall arched windows. The subject's mechanical anatomy is coherent, though hand details are indistinct. Metal surfaces exhibit slight waxiness with softened fine texture details."
"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",sd1.5_highcorr_246.jpg,246,2.83450926,0.845058668,2.059351502,1.253630607,A centered digital illustration depicts a full-body armored figure on a plain grey background. The subject features distorted limb proportions and structurally ambiguous mechanical attachments. Armor surfaces appear flat and waxy with minimal textural detail.
"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",sd1.5_lowcorr_246.jpg,246,2.251322245,0.489688951,2.748902277,1.118287092,A frontal digital painting depicts a heavily armored figure on a plain background. The subject shows severe anatomical distortion with malformed shoulders and inconsistent proportions. Surfaces exhibit waxy textures and softened local details.
"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",sd1.5_lowstep_246.jpg,246,2.844740127,0.734712284,2.879719212,1.149651991,A digital illustration shows a blonde character in detailed armor. The subject's facial features and armor geometry exhibit subtle structural instability. Flat textures and inconsistent shading characterize the global rendering.
"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",sd1.5_normal_246.jpg,246,2.646335983,0.882855901,2.616801603,0.898544371,"An anime character in bulky grey armor stands on a plain background. The subject is recognizable, but the right hand and sword show significant malformation. Textures appear flat with noticeable aliasing on edges."
"alphonse eric from full metal alchemist brotherhood, elevation view, soft lighting",xl2.2_normal_246.jpg,246,2.821971923,0.555400892,2.54579025,0.719871507,A 3D-rendered armored character figure stands before a blurred green leafy background. The subject's anatomy and segmented armor maintain coherent geometry and stable proportions. Surfaces appear smooth and waxy with consistent lighting.
"a saint noble high priestess pray for god in church, elevation view, HDR lighting",AttnGAN_normal_247.jpg,247,1.077517831,0.332206581,0.726968261,0.556614721,A close-up of a distorted human-like face against a plain wall. The subject exhibits multiple fused eyes and malformed facial structures lacking coherence. Heavy blur and waxy textures obscure details throughout the image.
"a saint noble high priestess pray for god in church, elevation view, HDR lighting",DALLE2_normal_247.jpg,247,1.493154926,0.470406429,2.218965969,0.779356992,A robed figure kneels in a wooden attic under bright overhead light. The subject's face is severely distorted and the hands are unnaturally fused. Textures appear waxy with softened edge definition.
"a saint noble high priestess pray for god in church, elevation view, HDR lighting",glide_normal_247.jpg,247,0.358179955,0.247640471,0.59256494,0.375937078,"A dark silhouette stands in a dimly lit hall with warm side illumination. The central subject is almost entirely obscured by shadow, making its form illegible. Heavy blur and flat textures dominate the entire frame."
